ROR	parent	child	short_name	canonical_name	Ringgold_id	alt_name	alt_name2	ISNI	Orgref	VIAF	Wikidata	Grid	City	State	Country	URL
001m1hv61		A00069	Grand Vall St U	Grand Valley State University, Michigan	1142	Grand Valley State University	GVSU	0000000122157728	275787	158472225	Q1472315	grid.256549.9	Allendale	Michigan	United States	http://www.gvsu.edu
03cqsth74		A00070	Muhlenberg Coll	Muhlenberg College, Pennsylvania	1143	Muhlenberg College		000000012171588X	1107279	266749981	Q1951942	grid.260334.0	Allentown	Pennsylvania	United States	http://www.muhlenberg.edu
03vxay285		A00071	Cedar Crest Coll	Cedar Crest College, Pennsylvania	1146	Cedar Crest College		0000000403686087	4906969	153684185	Q5056666	grid.418715.e	Allentown	Pennsylvania	United States	http://www.cedarcrest.edu
02pdzen98		A00072	Alma Coll	Alma College, Michigan	1150	Alma College		0000000096821292	991426	143133355	Q4733529	grid.252049.8	Alma	Michigan	United States	http://www.alma.edu
044pfy487		A00073	Georgia SW St U	Georgia Southwestern State University	1165	Georgia Southwestern State University	GSW	0000000403687784	3087350		Q5547746	grid.256303.1	Americus	Georgia	United States	http://www.gsw.edu
04rswrd78		A00074	IA St U	Iowa State University	1177	Iowa State University	Iowa State University of Science and Technology	0000000419367312	14875	124858853	Q1136919	grid.34421.30	Ames	Iowa	United States	http://www.iastate.edu
041m9xr71	A00074	A00075	Ames Res Lab	Ames Research Laboratory	17210	Ames Laboratory		000000010690157X	1372885	261983190	Q4745875	grid.451319.b	Ames	Iowa	United States	http://www.ameslab.gov
04rswrd78	A00074	A11110	Dep Phy Ast	Iowa State University, Department of Physics and Astronomy	A1110											
028vqfs63		A00076	Amherst Coll	Amherst College, Massachusetts	1180	Amherst College		0000000419367320	60355	133115330	Q49165	grid.252152.3	Amherst Center	Massachusetts	United States	http://www.amherst.edu
028vqfs63	A00076	A11027	FCRAO	Five College Radio Astronomy Observatory	A1027											
03pe1mm80		A00077	Hampshire Coll	Hampshire College, Massachusetts	1183	Hampshire College		000000012293796X	173466	145402640	Q1706859	grid.256772.3	Amherst Center	Massachusetts	United States	http://www.hampshire.edu
03pe1mm80	A00077	A11027	FCRAO	Five College Radio Astronomy Observatory	A1027											
020hsr785		A00078	KNAW	Koninklijke Nederlandse Academie van Wetenschappen	1189	Koninklijke Nederlandse Academie van Wetenschappen	KNAW	0000000120374614				grid.450166.0	Amsterdam		Netherlands	
008xxew50		A00079	VU Amsterdam	Free University of Amsterdam, Netherlands	1190	Vrije Universiteit Amsterdam	Free University	0000000417549227	324167		Q1065414	grid.12380.38	Amsterdam	Noord-Holland	Netherlands	http://www.vu.nl/en/index.asp
008xxew50	A00079	A00080	Dep Ear Sci	Free University of Amsterdam, Department of Earth Sciences	416511	Vrije Universiteit Amsterdam Department of Earth Sciences	VU University Amsterdam Department of Earth Sciences	0000000446841251								
008xxew50	A00079	A11237	Dep Phy Ast	Free University of Amsterdam, Department of Physics and Astronomy	A1237											
04dkp9463		A00081	U Amsterdam	University of Amsterdam, Netherlands	1234	Universiteit van Amsterdam	University of Amsterdam	0000000084992262	546160	154267773	Q214341	grid.7177.6	Amsterdam	Noord-Holland	Netherlands	http://www.uva.nl/home
04dkp9463	A00081	A00082	Inst Phy	University of Amsterdam, Institute of Physics	226185	Universiteit van Amsterdam Instituut voor Fysica	Universiteit van Amsterdam IHEF	000000040450373X								
04dkp9463	A00081	A11238	API	University of Amsterdam, Anton Pannekoek Institute for Astronomy	A1238											
04k7dar27		A00083	USFWS	U.S. Fish and Wildlife Service	1244	US Fish and Wildlife Service	USFWS	0000000122908405	75289	133611990	Q674113	grid.462979.7	Falls Church	Virginia	United States	http://www.fws.gov
00jmfr291		A00084	U MI	University of Michigan	1259	University of Michigan	U-M	0000000419367347	31740	150312895	Q230492	grid.214458.e	Ann Arbor	Michigan	United States	http://www.umich.edu
035wtm547	A00084	A00085	Dearborn	University of Michigan, Dearborn	14711	University of Michigan Dearborn	UM Dearborn	0000000121547652	848086		Q7895782	grid.266717.3	Dearborn	Michigan	United States	http://www.umdearborn.edu
01c3xc117	A00084	A00086	Flint	University of Michigan, Flint	14712	University of Michigan Flint	UM Flint	0000000091345741	450827		Q7895785	grid.48950.30	Flint	Michigan	United States	http://umflint.edu
00jmfr291	A00084	A00087	Dep Phy	University of Michigan, Department of Physics	242913	University of Michigan Department of Physics		0000000404923881								
00jmfr291	A00084	A11079	Dep Ast	University of Michigan, Department of Astronomy	A1079											
00jmfr291	A00084	A11080	Rad Ast Obs	University of Michigan, Radio Astronomy Observatory	A1080											
00jmfr291	A00084	A11081	SPRL	University of Michigan, Space Physics Research Laboratory	A1081											
00jmfr291	A00084	A11082	AOSS	University of Michigan, Department of Atmospheric Oceanic and Space Sciences	A1082											
00jmfr291	A00084	A11083	Dep Geo Sci	University of Michigan, Department of Geological Sciences	A1083											
03tns0030		A00088	US EPA	U.S. Environmental Protection Agency	1260	US Environmental Protection Agency	EPA	0000000122154156	58666	197587356	Q460173	grid.418698.a	Washington D.C.	District of Columbia	United States	http://www.epa.gov
03tns0030	A00088	A00089	Res Tri Park	U.S. Environmental Protection Agency, Research Triangle Park, North Carolina	138030	US Environmental Protection Agency Research Triangle Park Campus	EPA RTP	0000000404260467								
		A00090	Bard Coll	Bard College, New York	1263	Bard College		0000000110917101								
		A00091	St Johns Coll MD	Saint Johns College, Annapolis, Maryland	1268	Saint Johns College	Saint John's College - Annapolis Campus	0000000403703801								
01wcaxs37		A00092	St Francis Xavier U	Saint Francis Xavier University, Nova Scotia	1270	Saint Francis Xavier University	StFX	0000000419367363	593431	134728203	Q2038889	grid.264060.6	Antigonish	Nova Scotia	Canada	http://www.stfx.ca
005w9jb47		A00093	Lawrence U	Lawrence University, Wisconsin	1279	Lawrence University	Lawrence College	0000000121097081	311764	148449456	Q1809286	grid.258980.e	Appleton	Wisconsin	United States	http://www.lawrence.edu
020qm1538		A00094	CalState	California State University System	1286	California State University System	California State University Office of the Chancellor	0000000404287651								
03e26wv14	A00094	A00095	Sacramento	California State University, Sacramento	10695	California State University Sacramento	California State University Office of the Chancellor	0000000121696543				grid.253564.3	Sacramento	California		
02qt0xs84	A00094	A00096	Humboldt	Humboldt State University, California	1285	Humboldt State University	California State University Humboldt	0000000122885055	197004	167858389	Q624560	grid.257157.3	Arcata	California	United States	http://www.humboldt.edu
019ts0j55	A00094	A00097	Bakersfield	California State University, Bakersfield	14662	California State University Bakersfield	CSU Bakersfield	0000000096398885				grid.253553.7	Bakersfield	California		
027bzz146	A00094	A00098	Chico	California State University, Chico	14663	California State University Chico	CSU Chico	0000000122971981				grid.253555.1	Chico	California		
03enmdz06	A00094	A00099	Fresno	California State University, Fresno	14665	California State University Fresno	CSU Fresno	0000000123093092				grid.253558.c	Fresno	California		
02avqqw26	A00094	A00100	Fullerton	California State University, Fullerton	14666	California State University Fullerton	Cal State Fullerton	0000000122928158				grid.253559.d	Fullerton	California		
04jaeba88	A00094	A00101	Hayward	California State University, Hayward	14667	California State University East Bay	California State University Hayward	0000000107283670				grid.253557.3	Hayward	California		
0080fxk18	A00094	A00102	Long Beach	California State University, Long Beach	14668	California State University Long Beach	CSU Long Beach	0000000090936830				grid.213902.b	Long Beach	California		
0294hxs80	A00094	A00103	Los Angeles	California State University, Los Angeles	14669	California State University Los Angeles	Cal State LA	0000000108062909				grid.253561.6	Los Angeles	California	United States	
00mjdtw98	A00094	A00104	Monterey Bay	California State University, Monterey Bay	14670	California State University Monterey Bay	Cal State Monterey Bay	0000000403857165				grid.253562.5	Seaside	California		
005f5hv41	A00094	A00105	Northridge	California State University, Northridge	14671	California State University Northridge	Cal State Northridge	0000000106579381				grid.253563.4	Northridge	California		
02n651896	A00094	A00106	San Bernardino	California State University, San Bernardino	14672	California State University San Bernardino	Cal State San Bernardino	0000000092054356								
01j8e0j24	A00094	A00107	San Marcos	California State University, San Marcos	14673	California State University San Marcos	CSU San Marcos	0000000098947796	383452	146790124	Q624691	grid.253566.1	San Marcos	California	United States	http://www.csusm.edu
00ejm2g54	A00094	A00108	Turlock	California State University, Turlock	14674	California State University Stanislaus	CSU Stanislaus	0000000122192646				grid.253567.0	Turlock	California		
04pyvbw03	A00094	A00109	Dominguez Hills	California State University, Dominguez Hills	14702	California State University Dominguez Hills	CSU Dominguez Hills	0000000107464340				grid.253556.2	Carson	California		
05by5hm18	A00094	A00110	Cal Poly Pomona	California State Polytechnic University, Pomona	6647	California State Polytechnic University Pomona	Cal Poly Pomona	0000000122349391				grid.155203.0	Pomona	California	United States	
04wjxkk25	A00094	A00111	Sonoma	Sonoma State University, California	6960	Sonoma State University	California State University Sonoma	0000000106900497	698180	263093222	Q624571	grid.263759.c	Rohnert Park	California	United States	http://www.sonoma.edu
0264fdx42	A00094	A00112	SDSU	San Diego State University, California	7117	San Diego State University	SDSU	0000000107901491	286083	139014240	Q913861	grid.263081.e	San Diego	California	United States	http://www.sdsu.edu
05ykr0121	A00094	A00113	SFSU	San Francisco State University, California	7147	San Francisco State University	SF State	0000000110913557	149780	121997153	Q1256981	grid.263091.f	San Francisco	California	United States	http://www.sfsu.edu
04qyvz380	A00094	A00114	San Jose	San Jose State University, California	7161	San Jose State University	San Jose State University	0000000107223678	378504		Q498526	grid.186587.5	San Jose	California	United States	http://www.sjsu.edu
03ypqe447	A00094	A00115	Santa Clara U	Santa Clara University, California	7162	Santa Clara University	SCU	0000000122994243	433127	123694120	Q992830	grid.263156.5	Santa Clara	California	United States	http://www.scu.edu
001gpfp45	A00094	A00116	Cal Poly SLO	California State Polytechnic University, San Luis Obisp, California	7173	California Polytechnic State University	Cal Poly	000000012222461X	433230	150902528	Q1026846	grid.253547.2	San Luis Obispo	California	United States	http://www.calpoly.edu
0008kv292		A00117	Marymount U	Marymount University, Virginia	1287			0000000106471805	4767206	159764378	Q14712798	grid.259700.9	Arlington	Virginia	United States	http://www.marymount.edu
05gvnxz63		A00118	ANL	Argonne National Laboratory, Illinois	1291	Argonne National Laboratory		0000000119394845	160773	126498794	Q649120	grid.187073.a	Lemont	Illinois	United States	http://www.anl.gov
05gvnxz63	A00118	A11126	HEPD	Argonne National Laboratory, High Energy Physics Division	A1126											
05gvnxz63	A00118	A11125	Phy Div	Argonne National Laboratory, Physics Division	A1125											
0354t7b78		A00119	Raytheon	Raytheon Corporation	1314	Raytheon Co	Applied Signal Technology Inc	0000000404200894	248454		Q156644	grid.417480.e	Waltham	Massachusetts	United States	http://www.raytheon.com
0354t7b78	A00119	A11220	CA	Raytheon Corporation, California	A1220											
0354t7b78	A00119	A11221	MD	Raytheon Corporation, Maryland	A1221											
0354t7b78	A00119	A11222	AZ	Raytheon Corporation, Arizona	A1222											
0354t7b78	A00119	A11223	Hughes Air	Hughes Aircraft	A1223											
04r659a56		A00120	U New Eng Armidale	University of New England Armidale, Australia	1319	University of New England	New England University	0000000419367371	197047		Q1814435	grid.1020.3	Armidale	New South Wales	Australia	http://une.edu.au
02fn4qf13		A00121	Benedictine Coll	Benedictine College, Kansas	1348	Benedictine College		0000000403711342	610377	139449509	Q4887341	grid.418287.0	Atchison	Kansas	United States	http://benedictine.edu
01y3xgc52		A00122	Athabasca U	Athabasca University, Canada	1349	Athabasca University		0000000107252874	575028	144192152	Q754656	grid.36110.35	Athabasca	Alberta	Canada	http://www.athabascau.ca
01jr3y717		A00123	Ohio U	Ohio University	1354	Ohio University		0000000106687841	483329	144233742	Q1075339	grid.20627.31	Athens	Ohio	United States	http://www.ohio.edu
01jr3y717	A00123	A11428	Dep Phy Ast	Ohio University, Department of Physics and Astronomy	A1428											
00te3t702		A00124	U GA	University of Georgia	1355	University of Georgia	Franklin College	000000041936738X	378232	123893232	Q761534	grid.213876.9	Athens	Georgia	United States	http://uga.edu
00te3t702	A00124	A00125	Savannah Riv Lab	University of Georgia, Savannah River Laboratory	17219	Savannah River Ecology Laboratory	SREL	000000012180791X								
00te3t702	A00124	A11068	Dep Phy Ast	University of Georgia, Department of Physics and Astronomy	A1068											
0397tsa92		A00126	Clark Atlanta U	Clark Atlanta University, Georgia	1357	Clark Atlanta University		0000000122243669	748669	143992519	Q4572296	grid.254275.3	Atlanta	Georgia	United States	http://www.cau.edu
03czfpz43		A00127	Emory U	Emory University, Georgia	1371	Emory University		0000000419367398								
01zkghx44		A00128	GIT	Georgia Institute of Technology	1372	Georgia Institute of Technology	GAtech	0000000120974943	28486339	141880757	Q864855	grid.213917.f	Atlanta	Georgia	United States	http://www.gatech.edu
01zkghx44	A00128	A11063	Ctr Rel Astrop	Georgia Institute of Technology, Center for Relativistic Astrophysics	A1063											
01zkghx44	A00128	A11064	Ear Atm Sci	Georgia Institute of Technology, Earth and Atmospheric Sciences	A1064											
01zkghx44	A00128	A11065	Dep Phy	Georgia Institute of Technology, Department of Physics	A1065											
03qt6ba18		A00129	GSU	Georgia State University	1373	Georgia State University	GSU	0000000419367400	503118	132276565	Q1509333	grid.256304.6	Atlanta	Georgia	United States	http://www.gsu.edu
03qt6ba18	A00129	A11066	Dep Phy Ast	Georgia State University, Department of Physics and Astronomy	A1066											
02fvaj957		A00130	Spelman Coll	Spelman College, Georgia	1375	Spelman College		0000000122152150	364014	124366085	Q7575916	grid.263934.9	Atlanta	Georgia	United States	http://www.spelman.edu
02v80fc35		A00131	Auburn U	Auburn University, Alabama	1383	Auburn University		0000000122978753	327945	154469925	Q540672	grid.252546.2	Auburn	Alabama	United States	http://www.auburn.edu
02v80fc35	A00131	A11100	Dep Phy	Auburn University, Department of Physics	A1100											
01zvqw119		A00132	Auckland U Tech	Auckland University of Technology, New Zealand	1410	Auckland University of Technology	Auckland Institute of Technology	0000000107057067	277453	141242720	Q758659	grid.252547.3	Auckland		New Zealand	http://www.aut.ac.nz
03b94tp07		A00133	U Auckland	University of Auckland, New Zealand	1415	University of Auckland	Te Whare Wananga o Tamaki Makaurau	0000000403723343	277456	139238542	Q492467	grid.9654.e	Auckland		New Zealand	http://www.auckland.ac.nz
