ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
			A04938	NovSTU	Novosibirsk State Technical University, Russia	104686			0000000085781205	5520587	124019337	Q1467445	grid.77667.37	Novosibirsk State Technical University	Novosibirsk
			A04939	OSTU	Omsk State Technical University, Russia	104693			000000010138661X	17302536	129180369	Q257249	grid.445434.6	Omsk State Technical University	Omsk
			A04940	PSTU	Perm State Technical University, Russia	104699	Permskij nacional'nyj issledovatel'skij politehnicheskij universitet	Perm National Research Polytechnic University	0000000406381318				grid.440715.3	Perm National Research Polytechnic University	Komsomol'skiy
			A04941	Rostov Sthrn Fed U	Rostov Southern Federal University, Russia	104710			0000000121728170	9162116	262323970	Q2065921	grid.182798.d	Southern Federal University	Rostov-on-Don
		A04941	A04942	Inst Phy	Rostov Southern Federal University, Institute of Physics	243808	Institut fiziki IFU	Institute of Physics SFU	0000000404994815						
			A04943	Vavilov St Opt Inst	Vavilov State Optics Institute, Russia	104723									
			A04944	Syktyvkar For Inst	Syktyvkar Forest Institute, Russia	104732	Syktyvkarskii lesnoi institut	Syktyvkar Forest Institute	0000000099410413						
			A04945	BFAFi	Federal Research Center for Fisheries, Hamburg, Germany	104881			0000000121862054				grid.97676.39	Federal Research Centre For Fisheries	Hamburg
			A04946	Ecole Cen Marseille	Ecole Centrale de Marseille, France	105344			0000000417622703	7756351		Q273454	grid.419885.9	Centrale Marseille	Marseille
03br1wy20	A04946	A05214	Inst Fresnel	Fresnel Institute, Marseille	131923	Institut Fresnel Marseille	Fresnel Institute Marseille	0000000091519019	47000166	133958820		grid.462364.1	Institut Fresnel	Marseille
			A04948	ENSCPB	Ecole Nationale Superieure de Chimie et de Physique, Bordeaux, France	105364			0000000091128851	6202448		Q3578222	grid.434214.4	"Ecole Nationale Supérieure de Chimie	 de Biologie et de Physique"
			A04949	ISEN Lille	Institut Superieur d'Electronique Numeri, Lille, France	105408	ISEN	Ecole d'ingenieurs	000000040640572X				grid.424753.3	Institut Supérieur de l'Électronique et du Numérique	Lille
			A04950	Yerevan St U	Yerevan State University, Armenia	105430	Yerevan State University		000000040640687X	2697695	148625294	Q1474624	grid.21072.36	Yerevan State University	Yerevan
		A04950	A11452	Garny Sp Ast Inst	Garny Space Astronomy Institute	A1452									
			A04951	BNRM	National Library of the Republic of Moldova	105450	Biblioteca Nationala a Republicii Moldova	BNRM	0000000090491739						
			A04952	VMU	Vytautas Magnus University, Lithuania	105468	Vytauto Didziojo Universitetas	Vytautas Magnus University	0000000123250545	856225	139674418	Q1756541	grid.19190.30	Vytautas Magnus University	Kaunas
			A04953	Guiyang U	Guiyang University, China	105797	Guiyang University	gui yang xue yuan	0000000417625410				grid.464322.5	Guiyang University	Guiyang
			A04954	Jing Gangshan U	Jing Gangshan University, China	105809	Jinggangshan University	Ji'an Educational Institute	0000000103175955	16841202	154032878	Q6202313	grid.440809.1	Jinggangshan University	Ji'an
			A04955	Jiangsu U Tech	Jiangsu University of Technology, China	105810	Jiangsu University of Technology	Changzhou Teachers College of Technology	0000000118123461						
			A04956	Hankyong Natl U	Hankyong National University, Korea	105909	Hankyong National University	Hangyeong Daehakgyo	0000000406422618	12003850		Q482713	grid.411968.3	Hankyong National University	Anseong
			A04957	Khalifa U	Khalifa University of Science Technology and Research, UAE	105955	Khalifa University of Science Technology and Research	KUSTAR	0000000417629729	37359708		Q6399651	grid.440568.b	Khalifa University of Science and Technology	Abu Dhabi
			A04958	Wesleyan U	Wesleyan University, Connecticut	5468	Wesleyan University		0000000122937601				grid.268117.b	Wesleyan University	Middletown
		A04958	A11029	Dep Ast	Wesleyan University, Department of Astronomy	A1029									
			A04959	U Sumatera Utara	Universitas Sumatera Utara, Indonesia	106100	Universitas Sumatera Utara	University of North Sumatra	0000000106574011	26626884	158994285	Q4200341	grid.413127.2	University of North Sumatra	Medan
			A04960	Haluoleo U	Haluoleo University, Indonesia	106103	Universitas Haluoleo	Haluoleo University	0000000099584448	12602806	147888963	Q5643706	grid.443562.2	Haluoleo University	Kendari
			A04961	NUM	National University of Mongolia	106190			0000000123240259	5525413	134911720	Q1349150	grid.260731.1	National University of Mongolia	Ulan Bator
			A04962	Sepuluh ITS	Sepuluh Nopember Institute of Technology, Indonesia	106242	Institut Teknologi Sepuluh Nopember	ITS	0000000417638721	25198924	168625276	Q7452397	grid.444380.f	Sepuluh Nopember Institute of Technology	Surabaya
			A04963	U Negeri Malang	Universitas Negeri Malang, Indonesia	106251	Universitas Negeri Malang	IKIP Malang	000000009099474X	33933041	132988128	Q4250919	grid.443730.7	State University of Malang	Malang
			A04964	FAAS	Fujian Academy of Agricultural Sciences, China	107629	Fujian Academy of Agricultural Sciences	FAAS	0000000122294212				grid.418033.d	Fujian Academy of Agricultural Sciences	Fuzhou
			A04965	UDSM	University of Dar es Salaam, Tanzania	107660	University of Dar es Salaam		0000000406480244	2409691	146041435	Q557597	grid.8193.3	University of Dar es Salaam	Dar es Salaam
			A04966	U Mhd V Agdal	University Mohammed V Agdal, Morocco	107736			0000000121684024	7245570		Q3551451	grid.31143.34	Mohammed V University	Rabat
			A04967	FUTA	Federal University of Technology Akure, Nigeria	107738	Federal University of Technology Akure		0000000095184324				grid.411257.4	Federal University of Technology	Akure
			A04968	U Benin	University of Benin, Nigeria	107745	University of Benin	Federal University of Benin	000000012218219X	1739575		Q1816069	grid.413068.8	University of Benin	Benin City
			A04969	U Bangui	University of Bangui, Central African Republic	107747			0000000097377808	3746903	144101434	Q1638914	grid.25077.37	University of Bangui	Bangui
			A04970	U Ouagadougou	University of Ouagadougou, Burkina Faso	107750			000000008737921X	1830710		Q1076606	grid.218069.4	University of Ouagadougou	Ouagadougou
			A04971	U Yaounde I	University of Yaounde I, Cameroon	107751			0000000121738504	47000359	143142537		grid.412661.6	Université de Yaoundé I	Yaoundé
			A04972	U Nigeria	University of Nigeria	107769	University of Nigeria		0000000121088257				grid.10757.34	"University of Nigeria	 Nsukka"
			A04973	U Burundi	University of Burundi	107788			0000000107237738				grid.7749.d	Universite Du Burundi	Bujumbura
			A04974	UAC Benin	University of Abomey-Calavi, Benin	107790			0000000103820205	47000358	155158357		grid.412037.3	Université d'Abomey-Calavi	Cotonou
			A04975	U Cadi Ayyad	University Cadi Ayyad, Morocco	107811	Citizen Entrepreneurial Development Agency	CEDA	0000000100993100						
			A04976	U Oran	University of Oran, Algeria	107832			0000000123470804	19631080	173294721	Q3551549	grid.440479.a	University of Oran	Oran
			A04977	U Asmara	University of Asmara, Eritrea	107834	University of Asmara		0000000417642579	6815774	124235959	Q1707483	grid.449794.3	University of Asmara	Asmara
			A04978	Moi U	Moi University, Kenya	107853	Moi University		0000000104954256	2805256	134719937	Q13122809	grid.79730.3a	Moi University	Eldoret
			A04979	U Nairobi	University of Nairobi, Kenya	107854	University of Nairobi		0000000120190495	2775921	155567159	Q649998	grid.10604.33	University of Nairobi	Nairobi
			A04980	Kenyatta U	Kenyatta University, Kenya	107864	Kenyatta University		0000000087324964	2775971	153141847	Q46756	grid.9762.a	Kenyatta University	Nairobi
			A04981	U Sidi Ben Abdellah	University Sidi Mhd Ben Abdellah, Morocco	107907			0000000123371523	27207287	146275857	Q3551490	grid.20715.31	Sidi Mohamed Ben Abdellah University	Fes
			A04982	RSUST	Rivers State University of Science and Technology, Nigeria	108005	Rivers State University of Science and Technology		0000000094087151	3019582	137951520	Q7338305	grid.412214.0	Rivers State University of Science and Technology	Port Harcourt
			A04983	U Uyo	University of Uyo, Nigeria	108012	University of Uyo		0000000091562260	6219679	134013782	Q7896523	grid.412960.8	University of Uyo	Uyo
			A04984	Damascus U	Damascus University, Syria	108042	Damascus University	University of Damascus	0000000123533326	2583555	263741614	Q1351317	grid.8192.2	Damascus University	Damascus
			A04985	Mbarara UST	Mbarara University of Science and Technology, Uganda	108123	Mbarara University of Science and Technology		0000000406481386	2077672		Q514030	grid.33440.30	Mbarara University of Science and Technology	Mbarara
			A04986	U Zambia	University of Zambia	108234	University of Zambia	Great East Road Campus	0000000089145257	1517408	129827210	Q2096836	grid.12984.36	University of Zambia	Lusaka
			A04987	NUST Zimbabwe	National University of Science and Technology, Zimbabwe	108243	National University of Science and Technology		0000000406484616						
			A04988	U Ilorin	University of Ilorin, Nigeria	108285	University of Ilorin	University of Ilorin Health Services Department	0000000106259425	17214425	159438819	Q7895546	grid.412974.d	University of Ilorin	Ilorin
			A04989	Ibn Tofail U	Ibn Tofail University, Morocco	108308			0000000406485985	47000365			grid.412150.3	Université Ibn-Tofail	Kenitra
			A04990	U Baghdad	University of Baghdad, Iraq	108491	University of Baghdad		0000000121088169	5148100	126430125	Q550376	grid.411498.1	University of Baghdad	Baghdad
			A04991	Sanaa U	Sanaa University, Yemen	108522	Sana'a University		0000000122994112	8241092	158812595	Q4115304	grid.412413.1	Sana'a University	Sanaa
			A04992	IIEES	International Institute of Earthquake Seismology, Iran	108853	International Institute of Earthquake Engineering and Seismology	IIEES	0000000122315490						
			A04993	KN Toosi U	KN Toosi University, Iran	108871	KN Toosi University of Technology	KN Toosi	0000000403692065	6670855	139289820	Q1333607	grid.411976.c	K.N.Toosi University of Technology	Tehran
			A04994	Malek Ashtar U Tech	Malek Ashtar University of Technology, Iran	108950	Malek-Ashtar University of Technology		0000000403696189	28220366		Q6743005	grid.440788.7	Malek Ashtar University of Technology	Tehran
			A04995	MTI	Modern University for Technology and Information, Egypt	110120	Modern University For Technology and Information	MTI	0000000403773957	47000269			grid.440876.9	Modern University for Information and Technology	Cairo
			A04996	KNU	Kiev Shevchenko National University, Ukraine	111229	Kyyivs'kij nacional'nij universytet imeni Tarasa Shevchenka	Taras Shevchenko National University of Kyiv	0000000403858248	1583836	188734900	Q84151	grid.34555.32	Taras Shevchenko National University of Kyiv	Kiev
02xp2c270	A04996	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev	231835			000000040489067X				grid.440361.4	Main Astronomical Observatory	Kiev
		A04996	A11445	Dep Phy Ast	Shevchenko National University, Department of Physics and Astronomy	A1445									
			A04998	NASU	National Academy of Sciences of Ukraine	111230			0000000403858977	2281470		Q958769	grid.418751.e	National Academy of Sciences of Ukraine	Kiev
028m66c44	A04998	A04999	IPE	NASU, Institute for Physics and Engineering, Donetsk	124296			0000000404063738	47000094			grid.473262.6	Donetsk Institute for Physics and Engineering named after O.O. Galkin	Donetsk
		A04998	A05000	ICMP	NASU, Institute for Condensed Matter Physics, Lviv	124297									
		A04998	A05001	IRPE	NASU, Institute of Radiophysics and Electronics, Kharkiv	132059									
02nk5bh05	A04998	A05002	ILTPE	NASU, Institute of Low Temperature Physics and Engineering, Kharkiv	132060			0000000110170757	43746136		Q4483567	grid.424856.9	B Verkin Institute for Low Temperature Physics and Engineering	Kharkiv
00183pc12	A04998	A05003	KITP	NASU, Institute of Physics and Technology, Kharkiv	132061			0000000095263153	27528308		Q4496359	grid.425540.2	Kharkov Institute of Physics and Technology	Kharkiv
		A04998	A05004	IEP	NASU, Institute of Electron Physics, Uzhgorod	132067									
020bzqr95	A04998	A05005	IRA	NASU, Institute of Radio Astronomy, Kharkiv	199832			0000000404827195				grid.435373.5	Institute of Radio Astronomy	Kharkiv
		A04998	A05006	INR	NASU, Institute for Nuclear Research, Kiev	202067									
		A04998	A05007	SRI	NASU, Dnepropetrovsk Scientific Research Institute	202068									
05d0bdm05	A04998	A05008	Crimean Ast Obs	Crimean Astrophysical Observatory	230200									
035qh5653	A04998	A05009	Inst Bot	NASU, Institute of Botany, Kiev	231804			0000000110147418				grid.418880.d	Institute of Botany	Kiev
		A04998	A05010	IGP	NASU, Institute of Geophysics, Kiev	231832									
04hpd0e20	A04998	A05011	Inst Mag	NASU, Institute of Magnetism, Kiev	231834			0000000404890602				grid.466779.d	Institute of Magnetism	Kiev
02xp2c270	A04998	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev	231835			000000040489067X				grid.440361.4	Main Astronomical Observatory	Kiev
05q1wf970	A04998	A05013	ITP	NASU, Institute for Theoretical Physics, Kiev	231848			0000000404517939				grid.418413.b	Bogolyubov Institute for Theoretical Physics	Kiev
		A04998	A05014	IAPMMN	NASU, Institute for Applied Problems in Mechanics and Mathematics, Lviv	231851									
		A04998	A05015	NMNH Kiev	Ukrainian National Museum of Natural History, Kiev	288071									
		A04998	A11442	Ast Obs Odessa	Astronomical Observatory of Odessa	A1442									
		A04998	A11443	SRI Lviv	NASU, Space Research Institute, Lviv	A1443									
			A05016	Karpov Inst Phy Chem	Karpov Institute of Physical Chemistry, Russia	111247	Karpov Institute of Physical Chemistry	Nauchno-issledovatel'skii fiziko-khimicheskii institut imeni L Ia Karpova	0000000110109729	47000282	133342270		grid.70465.30	Karpov Institute of Physical Chemistry	Moscow
			A05017	Roshydromet	Russian Center for Hydrometeorology and Environmental Monitoring	111281			0000000404976588				grid.465482.9	Hydrometeorological Research Centre of Russian Federation	Moscow
			A05018	AAI	Arctic and Antarctic Research Center, Russia	111282			0000000119429788				grid.424187.c	Arctic and Antarctic Research Institute	Saint Petersburg
			A05019	Estonian Ac Sci	Estonian Academy of Sciences	111285	Eesti Teaduste Akadeemia	Estonian Academy of Sciences	0000000109404982				grid.418882.f	Estonian Academy of Sciences	Tallinn
04mc23283	A05019	A11467	Tartu Obs	Tartu Observatory	A1467									
			A05020	Moldova St U	Moldova State University, Chisinau, Moldova	111289	Universitatea de Stat din Moldova	Moldova State University	0000000122978198	5210608	151233626	Q1097810	grid.38926.36	Moldova State University	Chisinau
		A05020	A11459	Ast Obs	Moldova State University, Astronomical Observatory	A1459									
			A05021	TU Lublin	Technical University of Lublin, Poland	111392	Politechnika Lubelska	Lublin University of Technology	0000000087694682	24632427	127291630	Q2333801	grid.41056.36	Lublin University of Technology	Lublin
			A05022	Ped U Krakow	Pedagogical University of Krakow, Poland	111417	Uniwersytet Pedagogiczny im Komisji Edukacji Narodowej w Krakowie	Akademia Pedagogiczna im Komisji Edukacji Narodowej w Krakowie	0000000121133716	11699387	158021177	Q677662	grid.412464.1	Pedagogical University of Kraków	Krakow
			A05023	Austrian Arch Inst	Austrian Archaeological Institute	111591			0000000121514674				grid.466489.1	Austrian Archeological Institute	Vienna
			A05024	DSTO Melbourne	Defence Science and Technology Organisation, Melbourne	111604			0000000403850422	5427517		Q2981744	grid.237081.f	Department of Defence	Melbourne
			A05025	LIP	Laboratorio de Instrumentacao e Fisica Experimental de Particulas, Lisbon, Portugal	112014			0000000090604799	29055956		Q6467302	grid.420929.4	Laboratory of Instrumentation and Experimental Particles Physics	Lisbon
			A05026	Poly Inst Coimbra	Polytechnic Institute of Coimbra, Portugal	112015			0000000122896301				grid.88832.39	Polytechnic Institute of Coimbra	Coimbra
			A05027	INESC	Institute for Systems Engineering and Computers, Portugal	112047			0000000107544834				grid.464690.9	Institute for Systems Engineering and Computers	Lisbon
			A05028	TEI Piraeus	Technical Educational Institute of Piraeus, Greece	112152	Technical Educational Institution of Peiraias	Technologikó Ekpaideutikó Ídryma Peiraiá	0000000403935186	31162139		Q7692475	grid.426224.4	Technological Educational Institute of Piraeus	Aigáleo
			A05029	TEI Ionian Islands	Technical Educational Institute of the Ionian Islands, Greece	112156	Technological Educational Institute of Ionian Islands	Technologikó Ekpaideutikó Ídryma Ióniōn Nḗsōn	0000000403935733	26063291		Q2383950	grid.462914.c	Technological Educational Institute of the Ionian Islands	Argostoli
			A05030	NCMR	Hellenic Center for Marine Research, Greece	112169	Hellenic Center for Marine Research	Ellēnikó Kéntro Thalássiōn Ereunṓn	0000000122887106				grid.410335.0	Hellenic Centre for Marine Research	Anavyssos
			A05031	TEI Lamia	Technical Educational Institute of Lamia, Greece	112170	Technical Educational Institution of Sterea Ellada	Technical Educational Institution of Lamia	0000000403936963						
			A05032	TEI Crete	Technical Educational Institute of Crete, Greece	112178			0000000403938299	4737384		Q3556547	grid.419879.a	Technological Educational Institute of Crete	Heraklion
			A05033	TEI Chalkis	Technical Educational Institute of Chalkis, Greece	112192	Technologiko Ekpaideftiko Ydrima Chalkidas	Technical Educational Institute of Chalkida	0000000403939451	36613118		Q1144702	grid.462911.9		
			A05034	U W Macedonia	University of Western Macedonia	112217	University of Western Macedonia	Panepistēmío Dytikḗs Makedonías	0000000093648877	14454167	137597869	Q2665063	grid.184212.c	University of Western Macedonia	Kozani
			A05035	Albanian Ac Sci	Albanian Academy of Sciences	112337	Akademia e Shkencave e Shqiperise	Albanian Academy of Sciences	0000000119582176						
			A05036	TU Tirana	Technical University of Tirana, Albania	112338	Universiteti Politeknik i Tiranes	Polytechnic University of Tirana	0000000122349084	4027838	168058700	Q821042	grid.11477.34	Polytechnic University of Tirana	Tirana
			A05037	U Sarajevo	University of Sarajevo, Bosnia Herzegovina	112354	Univerzitet u Sarajevu	University of Sarajevo	0000000121848551	4193718	150948286	Q572286	grid.11869.37	University of Sarajevo	Sarajevo
			A05038	UACEG	University of Architecture Civil Engineering and Geodesy, Sofia, Bulgaria	112371	Universitet po Architektura Stroitelstvo i Geodezija	UACEG	0000000111475296				grid.7114.3	"University of Architecture	 Civil Engineering and Geodesy"
			A05039	U Nis	University of Nis, Serbia	112400	Univerzitet u Nisu	University of Nis	0000000109421176	4973847		Q1388776	grid.11374.30	University of Nis	Niš
			A05040	Georgian NAS	Georgian National Academy of Sciences	112478	Georgian National Academy of Sciences	A Djanelidze Institute of Geology	0000000107911307	427960	150237582	Q538954	grid.410307.1	Georgian National Academy of Sciences	Tbilisi
		A05040	A05041	Inst Phy	Georgian National Academy of Sciences, Institute of Physics	132042	Georgian Academy of Sciences E Andronikashvili Institute of Physics		0000000403866184						
01fdnyw87	A05040	A05043	Inst Geop	Georgian National Academy of Sciences, Institute of Geophysics	186973	M Nodia Institute of Geophysics Georgian National Academy of Sciences		0000000403951741				grid.435249.d	M. Nodia Institute of Geophysics	Tbilisi
02gkgrd84	A05040	A05229	Abast Ast Obs	Abastumani Astrophysical Observatory	186953	Abastumani Astrophysical Observatory	Georgian National Astrophysical Observatory	0000000110113816				grid.431981.6	Abastumani Astrophysical Observatory	Tbilisi
			A05044	Tbilisi St U	Tbilisi State University, Georgia	112482	Ivane Javakhishvili Tbilisi State University	Tbilisi State University	0000000120346082	429082	138323566	Q37008	grid.26193.3f	Tbilisi State University	Tbilisi
		A05044	A05045	Inst Phy	Tbilisi State University, Institute of Physics	361573	Ivane Javakhishvili Tbilisi State University Elevter Andronikashvili Institute of Physics	vane Javakhishvili Tbilisi State University Elevter Andronikashvili Institute of Physics	0000000405889224						
			A05046	IMO Iceland	Iceland Meteorological Office	112624	Vedurstofa Islands	Icelandic Met Office	0000000123628333				grid.424824.c	Icelandic Meteorological Office	Reykjavik
			A05047	ENU	Eurasian State National University, Kazakhstan	112657	LN Gumilev Eurasian National University	Eurasian State University L N Gumilev	0000000403985415	34431106	132896013	Q127745	grid.55380.3b	L. N. Gumilyov Eurasian National University	Astana
			A05048	VGTU	Vilnius Gediminas Technical University, Lithuania	112678	Vilniaus Gedimino Technikos Universitetas	VGTU	0000000419371776	44555156		Q389852	grid.9424.b	Vilnius Gediminas Technical University	Vilnius
			A05049	VUC	Ventspils University College, Latvia	112700	Ventspils Augstskola	Ventspils University College	0000000107412065				grid.426628.c	Ventspils University College	Ventspils
		A05049	A05050	IRAC	Ventspils International Radio Astronomy Center	226276	Ventspils Augstskola Ventspils Starptautiskais Radioastronomijas centrs	Ventspils International Radio Astronomy Centre	0000000404512847						
			A05051	Moldova Ped U	Moldova Pedagogical University	112702			0000000403989563	17402708		Q4146913	grid.445987.3	Ion Creangă Pedagogical State University	Chisinau
			A05052	TSPU	Tomsk State Pedagogical University, Russia	112774			0000000107901301	47000416	124652246	Q1239515	grid.112471.0	Tomsk State Pedagogical University	Tomsk
			A05053	Lviv Franko Natl U	Lviv Franko National University, Russia	112865	Lvivskij Natsionalnyj Universitet imeni Ivana Franka	Ivan Franko National University of Lviv	0000000112454606	2271241		Q80207	grid.77054.31	Lviv University	Lviv
		A05053	A11446	Dep Phy Ast	Lviv Franko National University, Department of Physics and Astronomy	A1446									
			A05054	Odessa Natl U	Odessa Mechnikov National University, Ukraine	112866	Odes'kij nacional'nij universytet imeni I I Mechnykova	Odessa I I Mechnikov National University	0000000108189483	8796016	141355617	Q85300	grid.440557.7	Odessa I. I. Mechnikov National University	Odesa
		A05054	A11442	Ast Obs Odessa	Astronomical Observatory of Odessa	A1442									
			A05055	BelSTU	Belarus State Technical University	112877	Bjelorusskij gosudarstvjennyj tjehnologichjeskij univjersitjet	Belarussian State Technological University	0000000404006258						
			A05056	UAIC	Alexander Ioan Cuza University of Iasi, Romania	112930	Universitatea Alexandru Ioan Cuza	Alexandru Ioan Cuza University	0000000419371784	24472860	169501756	Q1523902	grid.8168.7	Alexandru Ioan Cuza University	Iași
			A05057	UTC-N	Technical University of Cluj Napoca, Romania	112961	Universitatea Tehnica din Cluj-Napoca	Technical University of Cluj-Napoca	0000000122901764	6174422	135173089	Q729296	grid.6827.b	Technical University of Cluj-Napoca	Cluj-Napoca
			A05058	UOC	University of Constanta, Romania	112969			0000000110891079	12265155	131025910	Q3551473	grid.412430.0	Ovidius University	Constanța
			A05059	U Galati	Dunarea de Jos University of Galati, Romania	112971			000000011012534X	5303102		Q1266339	grid.8578.2	"""Dunarea de Jos"" University of Galati"	Galați
			A05060	UCLV	University Marta Abreu of Las Villas, Cuba	113020	Universidad Central Marta Abreu de las Villas		0000000101494303	6437229		Q7894485	grid.411059.8	Central University of Las Villas	Santa Clara
			A05061	U Camaguey	University of Camaguey, Cuba	113025			000000009526034X	6417497		Q7895206	grid.441252.4	University of Camagüey	Camagüey
			A05062	UCF	Carlos Rafael Rodriguez University of Cienfuegos, Cuba	113028			000000040401862X	6436248		Q941309	grid.441281.a	University of Cienfuegos	Cienfuegos
			A05063	U Granma	University of Granma, Cuba	113029	Universidad de Granma		0000000404018689	6577963		Q7895471	grid.441284.f	University of Granma	Bayamo
			A05064	U Havana	University of Havana, Cuba	113031	Universidad de la Habana	CICT	0000000404019462	30873590	151304574	Q837320	grid.412165.5	University of Havana	Havana
			A05065	U Piura	University of Piura, Peru	113069	Universidad de Piura	University of Piura	0000000404022653	2034214		Q5202348	grid.441927.d	University of Piura	Piura
			A05066	China U Geos	China University of Geosciences, Beijing	113084	China University of Geosciences Beijing	Beijing College of Geology	000000012156409X				grid.162107.3	China University of Geosciences	Beijing
			A05067	Natl U Eng	National University of Engineering, Peru	113086			0000000121138269				grid.440583.e	National University of Engineering	Lima
			A05068	Alberta Res Cncl	Alberta Research Council, Canada	113104	Alberta Research Council	ARC	0000000404033790						
			A05069	Astrakhan St U	Astrakhan State University, Russia	113287			0000000110882623	2932676	263203713	Q3439770	grid.445937.8	Astrakhan State University	Astrakhan
			A05070	Fanshawe Coll	Fanshawe College, Canada	113612	Fanshawe College	Fanshawe College - London Campus	0000000104875961	410411	261189279	Q5434097	grid.421324.2	Fanshawe College	London
			A05071	NSERC	National Sciences and Engineering Research Council, Canada	113675	Natural Sciences and Engineering Research Council of Canada	Conseil de recherches en sciences naturelles et en genie du Canada	0000000404082381	599737		Q2993807	grid.452912.9	Natural Sciences and Engineering Research Council	Ottawa
0265wc016	A05071	A05072	CITA	Canadian Institute for Theoretical Astrophysics	226216	Canadian Institute for Theoretical Astrophysics	CITA	0000000404506834	4713458	126536045	Q5030177	grid.17063.33	University of Toronto	Toronto
			A05073	NICPB	National Institute of Chemical Physics and Biophysics, Estonia	113902	Keemilise ja Bioloogilise Fuusika Instituut	KBFI	0000000404106208	47000228			grid.177284.f	National Institute of Chemical Physics and Biophysics	Tallinn
			A05074	Intl Space U	International Space University, France	113957	International Space University	ISU	0000000107039897	1077821	149250132	Q766034	grid.33224.34	International Space University	Illkirch-Graffenstaden
			A05075	Geo Surv Denmark	Geological Survey of Denmark and Greenland	114243			0000000110175662				grid.13508.3f	Geological Survey of Denmark and Greenland	Copenhagen
			A05076	MET Norway	Norwegian Meteorological Institute	114311	Meteorologisk institutt	Norwegian Meteorological Institute	0000000102261499	9019182		Q665666	grid.82418.37	Norwegian Meteorological Institute	Oslo
			A05077	VRU	Vali Asr University of Rafsanjan, Iran	114738			000000040421441X	47000305			grid.444845.d	Vali Asr University of Rafsanjan	Rafsanjān
			A05078	Sahand U Tech	Sahand University of Technology, Iran	114739	Sahand University of Technology	Tabriz University of Technology	0000000090129027	5741914	131563563	Q3875219	grid.412345.5	Sahand University of Technology	Tabriz
			A05079	CONACYT Mex	National Council for Science and Technology, Mexico	115503			0000000404287635	5269125		Q5162816	grid.418270.8	Consejo Nacional de Ciencia y Tecnología	Mexico City
00q8h8k29	A05079	A05080	CIO	Center for Research in Optics, Mexico	42562			0000000417768315				grid.466579.f	Centro de Investigaciones en Optica	León
00bpmmc63	A05079	A05081	INAOE	National Institute of Astrophysics, Optics and Electronics, Mexico	42621			0000000417840081				grid.450293.9	"National Institute of Astrophysics	 Optics and Electronics"
		A05079	A05082	CICY	Center of Scientific Research of Yucatan, Mexico	54698									
04znhwb73	A05079	A05083	CICESE	Ensenada Center for Research and Higher Education	7082			0000000090711447	30858914		Q495631	grid.462226.6	Center for Scientific Research and Higher Education at Ensenada	Ensenada
			A05084	Houston Adv Res Ctr	Houston Advanced Research Center, Texas	115510	Houston Advanced Research Center	Center for Global Studies	0000000101947560				grid.420764.3	Houston Advanced Research Center	The Woodlands
			A05085	Jahangirnagar U	Jahangirnagar University, Bangladesh, India	115523	Jahangirnagar University		0000000106645967	1860208	137804505	Q6123196	grid.411808.4	Jahangirnagar University	Dhaka
			A05086	UEA	State University of Amazonas, Brazil	115526	Universidade do Estado do Amazonas	UEA	0000000080240602	16082284		Q7896773	grid.412290.c	University of the State of Amazonas	Manaus
			A05087	NIT Toyama Coll	National Institute of Technology, Toyama College, Japan	116926	Toyama Kogyo Koto Senmon Gakko	Toyama Kogyo Koto Senmon Gakko	0000000107270116	21157700	150377687	Q7830586	grid.459880.8	"National Institute of Technology	 Toyama college"
			A05088	NIT Numazu Coll	National Institute of Technology, Numazu College, Japan	116935	Numazu Kogyo Koto Senmon Gakko	Numazu National College of Technology	0000000085661940	47000286	123767172		grid.468815.6	"National Institute of Technology	 Numazu College"
			A05089	NIT Yonago Coll	National Institute of Technology, Yonago College, Japan	116937	Kokuritsu Yonago Kogyo Koto Senmon Gakko	Yonago National College of Technology	0000000106623223				grid.472168.e	"National Institute of Technology	 Yonago College"
			A05090	Urmia U	Urmia University, Iran	117045	Urmia University	Orumieh University	0000000404428645	3529631	294575195	Q3874128	grid.412763.5	Urmia University	Urmia
			A05091	UNAN	National Autonomous University of Nicaragua	117058	Universidad Nacional Autonoma de Nicaragua	National Autonomous University of Nicaragua	0000000121856754				grid.108311.a	National Autonomous University of Nicaragua	Managua
			A05092	NYAS	New York Academy of Sciences	117267	New York Academy of Sciences		0000000404443589				grid.281219.1	New York Academy of Sciences	New York
			A05093	AM Essaadi U	Abdelmalek Essaadi University, Morocco	117449			0000000106757133				grid.251700.1	Abdelmalek Essaâdi University	Tétouan
			A05094	Golan Res Inst	Golan Research Institute, Israel	117475									
			A05095	RAAF	Royal Australian Air Force	117566	Royal Australian Air Force	RAAF	0000000404466844						
			A05096	Shaanxi U Tech	Shaanxi University of Technology, China	117730	Shaanxi University of Technology	Shaanxi li gong da xue	0000000417572507	42586004		Q15902203	grid.412500.2	Shaanxi University of Technology	Hanzhong
			A05097	Shangqiu Norm U	Shangqiu Normal University, China	117757	Shangqiu Normal University		0000000417573374	2436188		Q7488566	grid.412544.2	Shangqiu Normal University	Shangqiu
